Row ID,Order ID,Order Date,Dispatch Date,Delivery Mode,Customer ID,Customer Name,Segment,City,State/Province,Country/Region,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2326,IT-2020-5301604,10/2/2020,10/6/2020,Standard Class,AO-10810,Anthony O'Donnell,Corporate,Cagliari,Sardinia,Italy,South,OFF-AR-10000724,Office Supplies,Art,"Boston Pens, Fluorescent",108.36,7,0,18.27
2327,IT-2020-5301604,10/2/2020,10/6/2020,Standard Class,AO-10810,Anthony O'Donnell,Corporate,Cagliari,Sardinia,Italy,South,TEC-MA-10001142,Technology,Machines,"Epson Card Printer, Wireless",917.73,9,0.4,-397.71
2328,IT-2020-5301604,10/2/2020,10/6/2020,Standard Class,AO-10810,Anthony O'Donnell,Corporate,Cagliari,Sardinia,Italy,South,OFF-AR-10001606,Office Supplies,Art,"BIC Highlighters, Fluorescent",80.76,4,0,26.64
2339,IT-2021-5470978,12/28/2021,12/31/2021,First Class,TS-21505,Tony Sayre,Consumer,Rome,Lazio,Italy,South,FUR-CH-10003794,Furniture,Chairs,"SAFCO Bag Chairs, Set of Two",41.352,2,0.6,-28.968
2355,ES-2019-5596924,6/14/2019,6/18/2019,Standard Class,SM-20005,Sally Matthias,Consumer,Venice,Veneto,Italy,South,OFF-PA-10001536,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",111.84,4,0,54.72
2356,ES-2019-5596924,6/14/2019,6/18/2019,Standard Class,SM-20005,Sally Matthias,Consumer,Venice,Veneto,Italy,South,OFF-ST-10004855,Office Supplies,Storage,"Smead Lockers, Industrial",238.68,2,0.4,-47.76
2368,ES-2019-3353574,2/22/2019,2/26/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,OFF-BI-10000368,Office Supplies,Binders,"Avery Binder Covers, Durable",62.85,5,0,8.1
2369,ES-2019-3353574,2/22/2019,2/26/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,OFF-BI-10001253,Office Supplies,Binders,"Acco Binder Covers, Recycled",41.04,3,0,12.24
2370,ES-2019-3353574,2/22/2019,2/26/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,TEC-MA-10002118,Technology,Machines,"Konica Printer, Red",476.982,3,0.4,39.672
2371,ES-2019-3353574,2/22/2019,2/26/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled",22.86,2,0,8.22
2372,ES-2019-3353574,2/22/2019,2/26/2019,Standard Class,PG-18895,Paul Gonzalez,Consumer,Grosseto,Tuscany,Italy,South,FUR-FU-10000620,Furniture,Furnishings,"Advantus Clock, Black",102.78,2,0,29.76
2384,IT-2020-5084286,4/19/2020,4/20/2020,First Class,BT-11485,Brad Thomas,Home Office,Guidonia Montecelio,Lazio,Italy,South,TEC-PH-10002907,Technology,Phones,"Motorola Headset, VoIP",191.592,4,0.4,-60.768
2385,IT-2020-5084286,4/19/2020,4/20/2020,First Class,BT-11485,Brad Thomas,Home Office,Guidonia Montecelio,Lazio,Italy,South,TEC-CO-10002083,Technology,Copiers,"HP Fax and Copier, High-Speed",171.09,1,0,66.72
2397,ES-2021-1123163,4/25/2021,5/2/2021,Standard Class,SV-20815,Stuart Van,Corporate,Rome,Lazio,Italy,South,OFF-PA-10001758,Office Supplies,Paper,"Enermax Note Cards, Premium",142.5,5,0,14.25
2398,ES-2021-1123163,4/25/2021,5/2/2021,Standard Class,SV-20815,Stuart Van,Corporate,Rome,Lazio,Italy,South,OFF-AR-10002165,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",99.72,2,0,0
2399,ES-2021-2435824,8/21/2021,8/26/2021,Standard Class,RD-19900,Ruben Dartt,Consumer,Naples,Campania,Italy,South,FUR-FU-10001090,Furniture,Furnishings,"Advantus Stacking Tray, Erganomic",23.4,1,0,7.23
2427,ES-2022-1366621,6/19/2022,6/25/2022,Standard Class,MZ-17335,Maria Zettner,Home Office,Rome,Lazio,Italy,South,TEC-AC-10004054,Technology,Accessories,"Memorex Memory Card, Erganomic",800.64,8,0,144
2452,ES-2019-3581861,9/13/2019,9/19/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,Bergamo,Lombardy,Italy,South,OFF-BI-10003058,Office Supplies,Binders,"Acco Binder Covers, Economy",26.64,2,0,10.92
2453,ES-2019-3581861,9/13/2019,9/19/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,Bergamo,Lombardy,Italy,South,OFF-AR-10004303,Office Supplies,Art,"Stanley Markers, Blue",111,5,0,9.9
2454,ES-2019-3581861,9/13/2019,9/19/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,Bergamo,Lombardy,Italy,South,OFF-ST-10000952,Office Supplies,Storage,"Smead File Cart, Blue",152.964,2,0.4,-99.456
2460,ES-2022-1779830,11/6/2022,11/11/2022,Standard Class,NC-18625,Noah Childs,Corporate,Rome,Lazio,Italy,South,OFF-EN-10002955,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, with clear poly window",199.92,4,0,93.96
2461,ES-2022-1779830,11/6/2022,11/11/2022,Standard Class,NC-18625,Noah Childs,Corporate,Rome,Lazio,Italy,South,OFF-EN-10004150,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",80.7,5,0,35.4
2462,ES-2022-1779830,11/6/2022,11/11/2022,Standard Class,NC-18625,Noah Childs,Corporate,Rome,Lazio,Italy,South,OFF-FA-10002248,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes",33,4,0,14.16
2463,ES-2022-1779830,11/6/2022,11/11/2022,Standard Class,NC-18625,Noah Childs,Corporate,Rome,Lazio,Italy,South,FUR-FU-10001438,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack",549.75,5,0,60.45
2464,ES-2022-1779830,11/6/2022,11/11/2022,Standard Class,NC-18625,Noah Childs,Corporate,Rome,Lazio,Italy,South,OFF-AR-10003633,Office Supplies,Art,"Binney & Smith Canvas, Easy-Erase",103.26,2,0,17.52
2465,ES-2022-1779830,11/6/2022,11/11/2022,Standard Class,NC-18625,Noah Childs,Corporate,Rome,Lazio,Italy,South,TEC-PH-10001708,Technology,Phones,"Cisco Audio Dock, with Caller ID",109.242,1,0.4,-32.778
2510,ES-2019-2969148,8/12/2019,8/17/2019,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-AP-10002568,Office Supplies,Appliances,"Hamilton Beach Toaster, Black",113.88,2,0,34.14
2511,ES-2019-2969148,8/12/2019,8/17/2019,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",32.28,4,0,4.44
2512,ES-2019-2969148,8/12/2019,8/17/2019,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-AR-10003658,Office Supplies,Art,"Boston Markers, Water Color",118.2,4,0,0
2513,ES-2019-2969148,8/12/2019,8/17/2019,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,TEC-MA-10003326,Technology,Machines,"StarTech Calculator, Durable",48.096,2,0.4,-20.064
2514,ES-2019-2969148,8/12/2019,8/17/2019,Standard Class,JM-15250,Janet Martin,Consumer,Parma,Emilia-Romagna,Italy,South,OFF-ST-10003956,Office Supplies,Storage,"Rogers Trays, Single Width",111.078,3,0.4,-61.182
2516,ES-2019-2994694,4/30/2019,5/4/2019,Standard Class,SS-20140,Saphhira Shifley,Corporate,Cesena,Emilia-Romagna,Italy,South,OFF-AR-10001759,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",93.48,2,0,43.92
2552,ES-2021-2481532,2/21/2021,2/28/2021,Standard Class,MT-18070,Michelle Tran,Home Office,Milan,Lombardy,Italy,South,FUR-FU-10000368,Furniture,Furnishings,"Deflect-O Frame, Durable",749.49,7,0,307.23
2553,ES-2021-2481532,2/21/2021,2/28/2021,Standard Class,MT-18070,Michelle Tran,Home Office,Milan,Lombardy,Italy,South,OFF-BI-10003124,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",61.56,9,0,12.69
2554,ES-2021-2481532,2/21/2021,2/28/2021,Standard Class,MT-18070,Michelle Tran,Home Office,Milan,Lombardy,Italy,South,FUR-CH-10003033,Furniture,Chairs,"Novimex Rocking Chair, Adjustable",428.544,8,0.6,-225.216
2555,ES-2021-2481532,2/21/2021,2/28/2021,Standard Class,MT-18070,Michelle Tran,Home Office,Milan,Lombardy,Italy,South,OFF-BI-10001384,Office Supplies,Binders,"Cardinal Binder, Economy",41.49,3,0,15.3
2556,ES-2021-2481532,2/21/2021,2/28/2021,Standard Class,MT-18070,Michelle Tran,Home Office,Milan,Lombardy,Italy,South,OFF-BI-10002354,Office Supplies,Binders,"Acco Binder, Clear",73.05,5,0,24
2570,ES-2022-4358524,10/2/2022,10/6/2022,Standard Class,Dp-13240,Dean percer,Home Office,Rome,Lazio,Italy,South,OFF-FA-10003730,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",26.28,2,0,6.54
2571,ES-2022-4358524,10/2/2022,10/6/2022,Standard Class,Dp-13240,Dean percer,Home Office,Rome,Lazio,Italy,South,TEC-CO-10002673,Technology,Copiers,"Brother Fax and Copier, Laser",574.47,3,0,143.55
2572,ES-2022-4358524,10/2/2022,10/6/2022,Standard Class,Dp-13240,Dean percer,Home Office,Rome,Lazio,Italy,South,OFF-BI-10001820,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",252.3,5,0,4.95
2573,ES-2022-4358524,10/2/2022,10/6/2022,Standard Class,Dp-13240,Dean percer,Home Office,Rome,Lazio,Italy,South,OFF-LA-10000356,Office Supplies,Labels,"Novimex Round Labels, 5000 Label Set",46.62,7,0,21.84
2608,ES-2021-3475290,2/23/2021,2/28/2021,Standard Class,AA-10645,Anna Andreadi,Consumer,Bari,Apulia,Italy,South,OFF-AR-10000452,Office Supplies,Art,"Boston Pencil Sharpener, Fluorescent",57.9,2,0,8.1
2609,ES-2021-3475290,2/23/2021,2/28/2021,Standard Class,AA-10645,Anna Andreadi,Consumer,Bari,Apulia,Italy,South,OFF-BI-10002047,Office Supplies,Binders,"Acco Index Tab, Durable",26.82,3,0,5.85
2636,IT-2019-4259846,10/25/2019,10/29/2019,Standard Class,HW-14935,Helen Wasserman,Corporate,Ferrara,Emilia-Romagna,Italy,South,TEC-PH-10000493,Technology,Phones,"Apple Smart Phone, Full Size",382.5,1,0.4,-76.5
2638,ES-2019-5338028,12/29/2019,1/2/2020,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,FUR-BO-10003541,Furniture,Bookcases,"Bush Classic Bookcase, Metal",1236.42,3,0,420.3
2639,ES-2019-5338028,12/29/2019,1/2/2020,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,OFF-BI-10003899,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",197.61,7,0,0
2640,ES-2019-5338028,12/29/2019,1/2/2020,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,OFF-BI-10002511,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",136.65,5,0,17.7
2641,ES-2019-5338028,12/29/2019,1/2/2020,Second Class,MH-18115,Mick Hernandez,Home Office,Turin,Piedmont,Italy,South,OFF-AR-10001759,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",233.7,5,0,109.8
2646,IT-2021-3727227,12/20/2021,12/25/2021,Standard Class,PW-19030,Pauline Webber,Corporate,Reggio nell'Emilia,Emilia-Romagna,Italy,South,OFF-ST-10001460,Office Supplies,Storage,"Smead Trays, Industrial",88.128,3,0.4,-10.332
2647,IT-2021-3727227,12/20/2021,12/25/2021,Standard Class,PW-19030,Pauline Webber,Corporate,Reggio nell'Emilia,Emilia-Romagna,Italy,South,FUR-CH-10002030,Furniture,Chairs,"Office Star Swivel Stool, Red",139.152,2,0.6,-191.388
2661,IT-2022-4801093,9/13/2022,9/18/2022,Standard Class,NZ-18565,Nick Zandusky,Home Office,Milan,Lombardy,Italy,South,OFF-ST-10002622,Office Supplies,Storage,"Smead File Cart, Single Width",386.64,5,0.4,-212.76
2662,IT-2022-4801093,9/13/2022,9/18/2022,Standard Class,NZ-18565,Nick Zandusky,Home Office,Milan,Lombardy,Italy,South,OFF-PA-10001620,Office Supplies,Paper,"SanDisk Memo Slips, Recycled",50.67,3,0,20.7
2669,ES-2021-3650909,6/3/2021,6/6/2021,Second Class,QJ-19255,Quincy Jones,Corporate,Milan,Lombardy,Italy,South,OFF-BI-10004227,Office Supplies,Binders,"Avery Binding Machine, Economy",341.88,7,0,40.95
2670,ES-2021-3650909,6/3/2021,6/6/2021,Second Class,QJ-19255,Quincy Jones,Corporate,Milan,Lombardy,Italy,South,OFF-AP-10004186,Office Supplies,Appliances,"Breville Refrigerator, Black",2593.8,5,0,1141.2
2689,ES-2020-5967582,5/29/2020,6/1/2020,First Class,CK-12205,Chloris Kastensmidt,Consumer,Barletta,Apulia,Italy,South,TEC-CO-10001413,Technology,Copiers,"Hewlett Wireless Fax, High-Speed",1513.56,4,0,741.6
2729,IT-2022-2355834,6/19/2022,6/25/2022,Standard Class,BN-11470,Brad Norvell,Corporate,Rome,Lazio,Italy,South,TEC-PH-10004879,Technology,Phones,"Nokia Headset, Cordless",136.728,3,0.4,-41.022
2730,IT-2022-2355834,6/19/2022,6/25/2022,Standard Class,BN-11470,Brad Norvell,Corporate,Rome,Lazio,Italy,South,FUR-TA-10000861,Furniture,Tables,"Barricks Conference Table, with Bottom Storage",1360.62,3,0.5,-979.65
2731,ES-2022-4435694,6/11/2022,6/15/2022,Standard Class,AG-10765,Anthony Garverick,Home Office,Marsala,Sicily,Italy,South,TEC-CO-10003534,Technology,Copiers,"HP Fax and Copier, Digital",172.53,1,0,86.25
2732,ES-2022-4435694,6/11/2022,6/15/2022,Standard Class,AG-10765,Anthony Garverick,Home Office,Marsala,Sicily,Italy,South,FUR-FU-10001169,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",200.88,4,0,32.04
2733,ES-2022-4435694,6/11/2022,6/15/2022,Standard Class,AG-10765,Anthony Garverick,Home Office,Marsala,Sicily,Italy,South,FUR-FU-10000361,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",220.92,7,0,26.46
2734,ES-2022-4435694,6/11/2022,6/15/2022,Standard Class,AG-10765,Anthony Garverick,Home Office,Marsala,Sicily,Italy,South,TEC-PH-10000270,Technology,Phones,"Apple Office Telephone, VoIP",196.11,5,0.4,-6.54
2752,ES-2020-2424030,5/16/2020,5/21/2020,Second Class,LC-17140,Logan Currie,Consumer,Milan,Lombardy,Italy,South,TEC-AC-10003487,Technology,Accessories,"Enermax Mouse, Erganomic",114.3,3,0,7.92
2753,ES-2020-2424030,5/16/2020,5/21/2020,Second Class,LC-17140,Logan Currie,Consumer,Milan,Lombardy,Italy,South,FUR-FU-10000295,Furniture,Furnishings,"Advantus Light Bulb, Black",80.28,4,0,37.68
2754,ES-2020-2424030,5/16/2020,5/21/2020,Second Class,LC-17140,Logan Currie,Consumer,Milan,Lombardy,Italy,South,OFF-PA-10004470,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled",338.1,7,0,37.17
2788,ES-2021-4971019,6/6/2021,6/8/2021,First Class,MG-17680,Maureen Gastineau,Home Office,Monza,Lombardy,Italy,South,OFF-SU-10002451,Office Supplies,Supplies,"Elite Letter Opener, High Speed",53.4,2,0,22.38
2791,ES-2022-1855692,6/12/2022,6/18/2022,Standard Class,NS-18505,Neola Schneider,Consumer,La Spezia,Liguria,Italy,South,OFF-AR-10003651,Office Supplies,Art,"Sanford Pens, Easy-Erase",22.74,2,0,5.22
2792,ES-2022-1855692,6/12/2022,6/18/2022,Standard Class,NS-18505,Neola Schneider,Consumer,La Spezia,Liguria,Italy,South,OFF-LA-10004929,Office Supplies,Labels,"Novimex Color Coded Labels, Laser Printer Compatible",111.78,9,0,26.73
2793,ES-2022-1855692,6/12/2022,6/18/2022,Standard Class,NS-18505,Neola Schneider,Consumer,La Spezia,Liguria,Italy,South,TEC-AC-10000254,Technology,Accessories,"Enermax Flash Drive, Bluetooth",290.64,7,0,92.82
2801,ES-2022-3811628,4/15/2022,4/21/2022,Standard Class,AS-10285,Alejandro Savely,Corporate,Naples,Campania,Italy,South,OFF-PA-10000908,Office Supplies,Paper,"Xerox Note Cards, Premium",79.11,3,0,15.75
2802,ES-2022-3811628,4/15/2022,4/21/2022,Standard Class,AS-10285,Alejandro Savely,Corporate,Naples,Campania,Italy,South,FUR-FU-10001132,Furniture,Furnishings,"Deflect-O Frame, Erganomic",651.96,6,0,12.96
2803,ES-2022-3811628,4/15/2022,4/21/2022,Standard Class,AS-10285,Alejandro Savely,Corporate,Naples,Campania,Italy,South,OFF-ST-10003455,Office Supplies,Storage,"Fellowes Lockers, Blue",497.592,4,0.4,-116.208
2804,ES-2022-3811628,4/15/2022,4/21/2022,Standard Class,AS-10285,Alejandro Savely,Corporate,Naples,Campania,Italy,South,FUR-FU-10004236,Furniture,Furnishings,"Deflect-O Light Bulb, Black",113.94,6,0,40.86
2810,ES-2021-5507103,2/9/2021,2/14/2021,Standard Class,GH-14410,Gary Hansen,Home Office,Bergamo,Lombardy,Italy,South,OFF-SU-10001879,Office Supplies,Supplies,"Acme Trimmer, High Speed",178.32,4,0,51.6
2811,ES-2021-5507103,2/9/2021,2/14/2021,Standard Class,GH-14410,Gary Hansen,Home Office,Bergamo,Lombardy,Italy,South,OFF-BI-10001621,Office Supplies,Binders,"Cardinal Binding Machine, Economy",99.54,2,0,27.84
2812,ES-2021-5507103,2/9/2021,2/14/2021,Standard Class,GH-14410,Gary Hansen,Home Office,Bergamo,Lombardy,Italy,South,FUR-FU-10001890,Furniture,Furnishings,"Eldon Clock, Durable",107.1,2,0,32.1
2813,ES-2019-5265774,9/14/2019,9/14/2019,Same Day,AF-10885,Art Foster,Consumer,Brindisi,Apulia,Italy,South,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",133.5,5,0,37.35
2814,ES-2019-5265774,9/14/2019,9/14/2019,Same Day,AF-10885,Art Foster,Consumer,Brindisi,Apulia,Italy,South,OFF-BI-10001568,Office Supplies,Binders,"Ibico Binder Covers, Economy",27.3,2,0,3.78
2815,ES-2020-3161067,12/15/2020,12/18/2020,Second Class,CS-11860,Cari Schnelling,Consumer,Reggio nell'Emilia,Emilia-Romagna,Italy,South,OFF-AR-10001777,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",198,4,0,65.28
2823,ES-2020-2077845,1/26/2020,1/29/2020,First Class,HE-14800,Harold Engle,Corporate,Ferrara,Emilia-Romagna,Italy,South,OFF-BI-10001900,Office Supplies,Binders,"Wilson Jones Binder Covers, Clear",31.95,3,0,7.92
2826,IT-2022-1332770,4/28/2022,5/2/2022,Standard Class,DV-13045,Darrin Van Huff,Corporate,Palermo,Sicily,Italy,South,OFF-SU-10004283,Office Supplies,Supplies,"Elite Shears, Steel",139.23,3,0,65.43
2864,ES-2022-5860410,8/21/2022,8/24/2022,First Class,MS-17770,Maxwell Schwartz,Consumer,Rome,Lazio,Italy,South,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",80.1,3,0,22.41
2865,ES-2022-1564471,9/10/2022,9/15/2022,Standard Class,SW-20455,Shaun Weien,Consumer,Bologna,Emilia-Romagna,Italy,South,OFF-LA-10002752,Office Supplies,Labels,"Smead Legal Exhibit Labels, 5000 Label Set",11.49,1,0,2.16
2866,ES-2022-1564471,9/10/2022,9/15/2022,Standard Class,SW-20455,Shaun Weien,Consumer,Bologna,Emilia-Romagna,Italy,South,TEC-AC-10002363,Technology,Accessories,"Logitech Keyboard, USB",217.98,3,0,45.72
2933,ES-2022-2411166,9/4/2022,9/8/2022,Standard Class,BG-11035,Barry Gonzalez,Consumer,Pescara,Abruzzi,Italy,South,OFF-PA-10003416,Office Supplies,Paper,"Enermax Note Cards, Multicolor",293.76,9,0,61.56
2934,ES-2022-2411166,9/4/2022,9/8/2022,Standard Class,BG-11035,Barry Gonzalez,Consumer,Pescara,Abruzzi,Italy,South,FUR-BO-10004630,Furniture,Bookcases,"Ikea Library with Doors, Mobile",2927.28,8,0,146.16
2935,ES-2022-2411166,9/4/2022,9/8/2022,Standard Class,BG-11035,Barry Gonzalez,Consumer,Pescara,Abruzzi,Italy,South,TEC-PH-10004992,Technology,Phones,"Apple Office Telephone, Full Size",199.71,5,0.4,13.26
2937,ES-2019-4184901,8/31/2019,9/2/2019,Second Class,AB-10015,Aaron Bergman,Consumer,Vicenza,Veneto,Italy,South,FUR-FU-10000039,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",75.96,4,0,9
2938,ES-2019-4184901,8/31/2019,9/2/2019,Second Class,AB-10015,Aaron Bergman,Consumer,Vicenza,Veneto,Italy,South,OFF-SU-10002451,Office Supplies,Supplies,"Elite Letter Opener, High Speed",80.1,3,0,33.57
2962,ES-2020-2334661,10/18/2020,10/22/2020,Standard Class,CC-12550,Clay Cheatham,Consumer,Cagliari,Sardinia,Italy,South,OFF-FA-10002264,Office Supplies,Fasteners,"Advantus Rubber Bands, Assorted Sizes",28.08,2,0,6.12
2963,ES-2020-2334661,10/18/2020,10/22/2020,Standard Class,CC-12550,Clay Cheatham,Consumer,Cagliari,Sardinia,Italy,South,FUR-FU-10000620,Furniture,Furnishings,"Advantus Clock, Black",102.78,2,0,29.76
2989,ES-2022-2677615,7/4/2022,7/4/2022,Same Day,GP-14740,Guy Phonely,Corporate,Rome,Lazio,Italy,South,OFF-BI-10002193,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",9.78,2,0,2.34
2994,ES-2021-3051016,6/18/2021,6/22/2021,Standard Class,JC-16105,Julie Creighton,Corporate,Cesena,Emilia-Romagna,Italy,South,OFF-FA-10004754,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack",48.06,3,0,12.96
3000,ES-2019-1537002,12/23/2019,12/25/2019,Second Class,LW-16990,Lindsay Williams,Corporate,Turin,Piedmont,Italy,South,OFF-BI-10001568,Office Supplies,Binders,"Ibico Binder Covers, Economy",136.5,10,0,18.9
3001,ES-2019-1537002,12/23/2019,12/25/2019,Second Class,LW-16990,Lindsay Williams,Corporate,Turin,Piedmont,Italy,South,OFF-LA-10004007,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",32.4,3,0,4.5
3002,ES-2019-1537002,12/23/2019,12/25/2019,Second Class,LW-16990,Lindsay Williams,Corporate,Turin,Piedmont,Italy,South,OFF-AR-10001291,Office Supplies,Art,"Sanford Canvas, Fluorescent",155.34,3,0,57.42
3003,ES-2021-1244276,12/20/2021,12/23/2021,First Class,JH-15820,John Huston,Consumer,Turin,Piedmont,Italy,South,OFF-AR-10001533,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase",137.25,3,0,63.09
3004,ES-2021-1244276,12/20/2021,12/23/2021,First Class,JH-15820,John Huston,Consumer,Turin,Piedmont,Italy,South,OFF-SU-10003252,Office Supplies,Supplies,"Fiskars Trimmer, Steel",125.1,3,0,14.94
3005,ES-2021-1244276,12/20/2021,12/23/2021,First Class,JH-15820,John Huston,Consumer,Turin,Piedmont,Italy,South,FUR-BO-10003779,Furniture,Bookcases,"Ikea Library with Doors, Traditional",1816.95,5,0,799.35
3019,IT-2020-3999113,12/23/2020,12/28/2020,Standard Class,GB-14530,George Bell,Corporate,Milan,Lombardy,Italy,South,TEC-MA-10004693,Technology,Machines,"Panasonic Calculator, White",58.428,2,0.4,-6.852
3020,IT-2020-3999113,12/23/2020,12/28/2020,Standard Class,GB-14530,George Bell,Corporate,Milan,Lombardy,Italy,South,OFF-AR-10002902,Office Supplies,Art,"Sanford Canvas, Water Color",214.8,4,0,0
3021,IT-2020-3999113,12/23/2020,12/28/2020,Standard Class,GB-14530,George Bell,Corporate,Milan,Lombardy,Italy,South,OFF-ST-10001554,Office Supplies,Storage,"Tenex File Cart, Industrial",160.956,2,0.4,-56.364
3022,IT-2020-3999113,12/23/2020,12/28/2020,Standard Class,GB-14530,George Bell,Corporate,Milan,Lombardy,Italy,South,OFF-AR-10003117,Office Supplies,Art,"BIC Pencil Sharpener, Blue",29.01,1,0,11.88
3025,ES-2019-2776937,4/30/2019,5/4/2019,Standard Class,CM-12115,Chad McGuire,Consumer,Siena,Tuscany,Italy,South,OFF-BI-10003616,Office Supplies,Binders,"Avery Binding Machine, Clear",144.9,3,0,17.37
3075,IT-2022-5237848,12/4/2022,12/6/2022,Second Class,FO-14305,Frank Olsen,Consumer,Reggio nell'Emilia,Emilia-Romagna,Italy,South,FUR-CH-10003848,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",172.08,3,0.6,-103.32
3076,IT-2022-5237848,12/4/2022,12/6/2022,Second Class,FO-14305,Frank Olsen,Consumer,Reggio nell'Emilia,Emilia-Romagna,Italy,South,OFF-SU-10003951,Office Supplies,Supplies,"Elite Shears, Easy Grip",48.63,1,0,2.91
3088,IT-2021-3869215,11/11/2021,11/13/2021,Second Class,LS-17200,Luke Schmidt,Corporate,Caserta,Campania,Italy,South,OFF-ST-10003785,Office Supplies,Storage,"Eldon Lockers, Blue",237.492,2,0.4,-118.788
3089,ES-2022-5265462,11/7/2022,11/11/2022,Standard Class,MH-17455,Mark Hamilton,Consumer,Novara,Piedmont,Italy,South,OFF-PA-10003510,Office Supplies,Paper,"Enermax Message Books, Recycled",201.69,9,0,88.56
3108,ES-2022-3240614,9/16/2022,9/20/2022,Second Class,BB-10990,Barry Blumstein,Corporate,Piacenza,Emilia-Romagna,Italy,South,OFF-AR-10004492,Office Supplies,Art,"BIC Canvas, Blue",107.4,2,0,8.58
3112,ES-2022-4963892,5/13/2022,5/16/2022,First Class,JC-15385,Jenna Caffey,Consumer,Altamura,Apulia,Italy,South,OFF-EN-10000673,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled",94.5,6,0,42.48
3127,ES-2020-1128541,6/26/2020,7/2/2020,Standard Class,ME-17320,Maria Etezadi,Home Office,Pesaro,Marche,Italy,South,OFF-ST-10001426,Office Supplies,Storage,"Eldon Folders, Single Width",30.618,3,0.4,3.528
3128,ES-2020-1128541,6/26/2020,7/2/2020,Standard Class,ME-17320,Maria Etezadi,Home Office,Pesaro,Marche,Italy,South,OFF-BI-10001643,Office Supplies,Binders,"Acco Binder, Recycled",124.08,8,0,3.6
3129,ES-2020-1128541,6/26/2020,7/2/2020,Standard Class,ME-17320,Maria Etezadi,Home Office,Pesaro,Marche,Italy,South,OFF-EN-10004571,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window",88.92,4,0,40.8
3130,ES-2020-1128541,6/26/2020,7/2/2020,Standard Class,ME-17320,Maria Etezadi,Home Office,Pesaro,Marche,Italy,South,OFF-AR-10001607,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",111.84,4,0,4.44
3131,ES-2020-1128541,6/26/2020,7/2/2020,Standard Class,ME-17320,Maria Etezadi,Home Office,Pesaro,Marche,Italy,South,OFF-FA-10004734,Office Supplies,Fasteners,"Advantus Rubber Bands, Bulk Pack",16.59,1,0,5.46
3134,ES-2022-2810919,12/2/2022,12/8/2022,Standard Class,SC-20680,Steve Carroll,Home Office,Torre del Greco,Campania,Italy,South,OFF-PA-10001650,Office Supplies,Paper,"Xerox Message Books, Premium",40.74,2,0,18.72
